  EEP                isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  631         3.1600000000000244E+008         3.2945678930418070E+000         3.2919209247105705E+000         3.6211470938506571E+000         1.6670206369327991E+000         2.7262976261666996E+000         1.7000000000000001E-001            0.258486            3.595508            1.612374           -0.138106           -1.087016           -1.954561           -3.281668           -4.122145           -4.349578           -0.877064            0.478810           -0.054287            2.162549            0.065165           -0.818209            0.182638           -1.775667           -0.840318            0.138950            0.190614           -1.796713           -1.827668           -0.820219            0.154380           -1.791299            3.000000
  632         3.1600000000000244E+008         3.2952782704881241E+000         3.2925794997418274E+000         3.6224422947211932E+000         1.6859830350366307E+000         2.7125991030876073E+000         1.7000000000000001E-001            0.258486            3.590692            1.627048           -0.115808           -1.059859           -1.923503           -3.244801           -4.080890           -4.306684           -0.849600            0.495314           -0.030459            2.173743            0.086437           -0.790145            0.205385           -1.745132           -0.812389            0.161757            0.213384           -1.766151           -1.796694           -0.792261            0.177195           -1.760702            3.000000
  633         3.1600000000000244E+008         3.2960239660243249E+000         3.2932734721132424E+000         3.6237289337854657E+000         1.7048109062973793E+000         2.6990053102462626E+000         1.7000000000000001E-001            0.258487            3.586096            1.641711           -0.093596           -1.032917           -1.892641           -3.208168           -4.039923           -4.264106           -0.822285            0.511891           -0.006757            2.184958            0.107640           -0.762252            0.228016           -1.714788           -0.784629            0.184448            0.236037           -1.735780           -1.765914           -0.764474            0.199893           -1.730296            3.000000
  634         3.1600000000000244E+008         3.2966930483528092E+000         3.2938987358770526E+000         3.6250035185394003E+000         1.7236574219197993E+000         2.6853357151068296E+000         1.7000000000000001E-001            0.258487            3.582256            1.656846           -0.071008           -1.005717           -1.861520           -3.171319           -3.998818           -4.221420           -0.794677            0.529053            0.017275            2.196682            0.129240           -0.734073            0.250986           -1.684179           -0.756582            0.207476            0.259026           -1.705144           -1.734871           -0.736400            0.222928           -1.699625            3.000000
  635         3.1600000000000244E+008         3.2973158116913077E+000         3.2944826708392134E+000         3.6263353938165865E+000         1.7427068796895293E+000         2.6716870570218161E+000         1.7000000000000001E-001            0.258487            3.577210            1.671218           -0.048966           -0.978897           -1.830551           -3.134352           -3.957419           -4.178401           -0.767442            0.545585            0.040809            2.207566            0.150267           -0.706192            0.273403           -1.653752           -0.728841            0.229955            0.281462           -1.674689           -1.703987           -0.708631            0.245412           -1.669133            3.000000
  636         3.1600000000000244E+008         3.2978926313530752E+000         3.2950252648477489E+000         3.6276251912355248E+000         1.7617193917947136E+000         2.6579020276110530E+000         1.7000000000000001E-001            0.258486            3.573925            1.686607           -0.026179           -0.951533           -1.799107           -3.097064           -3.915899           -4.135323           -0.739642            0.563272            0.065008            2.219594            0.172085           -0.677756            0.296509           -1.622838           -0.700542            0.253119            0.304584           -1.643748           -1.672624           -0.680306            0.268579           -1.638156            3.000000
  637         3.1600000000000244E+008         3.2984394390275047E+000         3.2955413545735577E+000         3.6288867355753451E+000         1.7807113753899770E+000         2.6440211388268771E+000         1.7000000000000001E-001            0.258487            3.571956            1.702713           -0.002889           -0.923812           -1.767326           -3.059532           -3.874281           -4.092198           -0.711453            0.581795            0.089651            2.232442            0.194442           -0.648937            0.320068           -1.591583           -0.671859            0.276736            0.328156           -1.612466           -1.640921           -0.651598            0.292197           -1.606837            3.000000
  638         3.1600000000000244E+008         3.2989563808008051E+000         3.2960306488885656E+000         3.6301863298304107E+000         1.7998239723279972E+000         2.6301685096472980E+000         1.7000000000000001E-001            0.258487            3.569088            1.718399            0.020136           -0.896244           -1.735650           -3.021963           -3.832491           -4.048884           -0.683430            0.599890            0.114058            2.244767            0.216522           -0.620278            0.343365           -1.560429           -0.643338            0.300092            0.351467           -1.581284           -1.609316           -0.623052            0.315554           -1.575620            3.000000
  639         3.1600000000000244E+008         3.2994630647286662E+000         3.2965122763446346E+000         3.6314624097323556E+000         1.8189006120160085E+000         2.6162556898141101E+000         1.7000000000000001E-001            0.258487            3.567022            1.734759            0.043727           -0.868218           -1.703710           -2.984271           -3.790664           -4.005575           -0.655007            0.618597            0.138981            2.257761            0.239195           -0.591249            0.367209           -1.528973           -0.614441            0.323995            0.375322           -1.549802           -1.577429           -0.594130            0.339459           -1.544104            3.000000
  640         3.1600000000000244E+008         3.2999479930497939E+000         3.2969745327578250E+000         3.6327554794840795E+000         1.8380400241881454E+000         2.6023454408169013E+000         1.7000000000000001E-001            0.258487            3.564605            1.751072            0.067351           -0.840121           -1.671755           -2.946527           -3.748720           -3.962152           -0.626552            0.637206            0.163937            2.270628            0.261900           -0.562198            0.391082           -1.497484           -0.585520            0.347930            0.399208           -1.518285           -1.545514           -0.565183            0.363396           -1.512555            3.000000
  641         3.1600000000000244E+008         3.3004229279670798E+000         3.2974284126037441E+000         3.6340189571298915E+000         1.8571140503631023E+000         2.5883811658897535E+000         1.7000000000000001E-001            0.258486            3.563155            1.768102            0.091554           -0.811568           -1.639542           -2.908690           -3.706792           -3.918790           -0.597695            0.656475            0.189419            2.284235            0.285215           -0.532777            0.415517           -1.465700           -0.556222            0.372425            0.423652           -1.486476           -1.513326           -0.535860            0.387893           -1.480716            3.000000
  642         3.1600000000000244E+008         3.3008796068991955E+000         3.2978658440224073E+000         3.6353141620632345E+000         1.8762685437593940E+000         2.5744613068482298E+000         1.7000000000000001E-001            0.258486            3.560919            1.784774            0.115548           -0.783133           -1.607451           -2.870874           -3.664766           -3.875319           -0.568987            0.675343            0.214709            2.297382            0.308308           -0.503507            0.439744           -1.434028           -0.527076            0.396714            0.447889           -1.454778           -1.481249           -0.506687            0.412186           -1.448987            3.000000
  643         3.1600000000000244E+008         3.3013295986509776E+000         3.2982978252999189E+000         3.6365699646323288E+000         1.8953410248884526E+000         2.5604651704002275E+000         1.7000000000000001E-001            0.258486            3.559968            1.802322            0.140238           -0.754158           -1.575029           -2.832931           -3.622759           -3.831920           -0.539790            0.695041            0.240629            2.311460            0.332131           -0.473781            0.464645           -1.401990           -0.497467            0.421676            0.472797           -1.422716           -1.448829           -0.477053            0.437151           -1.416898            3.000000
  644         3.1600000000000244E+008         3.3017735904134082E+000         3.2987249572906272E+000         3.6378593075856198E+000         1.9144972132616169E+000         2.5465189000401707E+000         1.7000000000000001E-001            0.258486            3.558204            1.819470            0.164685           -0.725330           -1.542746           -2.795015           -3.580658           -3.788413           -0.510767            0.714307            0.266326            2.325041            0.355697           -0.444231            0.489304           -1.370083           -0.468033            0.446398            0.497463           -1.390783           -1.416539           -0.447593            0.461878           -1.384938            3.000000
  645         3.1600000000000244E+008         3.3022079670243647E+000         3.2991436109762744E+000         3.6390936526189206E+000         1.9335249042099734E+000         2.5324800710320945E+000         1.7000000000000001E-001            0.258486            3.558167            1.837708            0.189965           -0.695874           -1.510067           -2.756967           -3.538630           -3.745043           -0.481161            0.734627            0.292778            2.339812            0.380140           -0.414134            0.514771           -1.337745           -0.438046            0.471926            0.522936           -1.358422           -1.383842           -0.417580            0.487411           -1.352551            3.000000
  646         3.1600000000000244E+008         3.3026386024552221E+000         3.2995594552651055E+000         3.6403843584384665E+000         1.9526913299152360E+000         2.5185276040070601E+000         1.7000000000000001E-001            0.258487            3.556700            1.855154            0.214718           -0.666772           -1.477663           -2.718983           -3.496464           -3.701501           -0.451928            0.754148            0.318748            2.353652            0.404027           -0.384401            0.539718           -1.305683           -0.408424            0.496938            0.547887           -1.326335           -1.351413           -0.387933            0.512427           -1.320440            3.000000
  647         3.1600000000000244E+008         3.3030680852489094E+000         3.2999749054371672E+000         3.6416362517252741E+000         1.9717652858742705E+000         2.5045123065727601E+000         1.7000000000000001E-001            0.258486            3.556516            1.873390            0.240082           -0.637214           -1.444973           -2.680904           -3.454351           -3.658062           -0.422274            0.774442            0.345265            2.368360            0.428555           -0.354274            0.565251           -1.273311           -0.378403            0.522534            0.573423           -1.293939           -1.318692           -0.357887            0.538028           -1.288020            3.000000
  648         3.1600000000000244E+008         3.3034983979741215E+000         3.3003918502014824E+000         3.6428800590734935E+000         1.9908124429655865E+000         2.4904916554644045E+000         1.7000000000000001E-001            0.258486            3.556724            1.891869            0.265651           -0.607500           -1.412204           -2.642802           -3.412252           -3.614657           -0.392488            0.794979            0.371959            2.383321            0.453297           -0.324029            0.590975           -1.240846           -0.348262            0.548321            0.599148           -1.261451           -1.285886           -0.327721            0.563820           -1.255510            3.000000
  649         3.1600000000000244E+008         3.3039298652538025E+000         3.3008105776283796E+000         3.6441176146576577E+000         2.0098484391547697E+000         2.4764573421959239E+000         1.7000000000000001E-001            0.258486            3.557902            1.910694            0.291470           -0.577647           -1.379364           -2.604677           -3.370117           -3.571250           -0.362569            0.815982            0.398851            2.398685            0.478310           -0.293666            0.616913           -1.208302           -0.318000            0.574322            0.625086           -1.228884           -1.253008           -0.297436            0.589826           -1.222920            3.000000
  650         3.1600000000000244E+008         3.3043678916119492E+000         3.3012363101514843E+000         3.6453893204259185E+000         2.0289619305298086E+000         2.4624829969521973E+000         1.7000000000000001E-001            0.258486            3.558844            1.929166            0.317044           -0.548021           -1.346709           -2.566612           -3.327896           -3.527752           -0.332875            0.836796            0.425483            2.413657            0.503073           -0.263527            0.642578           -1.175947           -0.287963            0.600049            0.650748           -1.196506           -1.220316           -0.267375            0.615558           -1.190519            3.000000
  651         3.1600000000000244E+008         3.3048090826493777E+000         3.3016657091332782E+000         3.6466372329671688E+000         2.0480169107009338E+000         2.4484724328360046E+000         1.7000000000000001E-001            0.258486            3.560614            1.948123            0.343000           -0.518122           -1.313875           -2.528481           -3.285714           -3.484323           -0.302924            0.858156            0.452448            2.429166            0.528234           -0.233149            0.668600           -1.143402           -0.257683            0.626133            0.676765           -1.163938           -1.187443           -0.237071            0.641647           -1.157930            3.000000
  652         3.1600000000000244E+008         3.3052571666676203E+000         3.3021024178165663E+000         3.6478949439427826E+000         2.0670944050948141E+000         2.4344794573394499E+000         1.7000000000000001E-001            0.258486            3.562303            1.967015            0.368943           -0.488237           -1.281057           -2.490334           -3.243505           -3.440867           -0.272995            0.879539            0.479384            2.444592            0.553381           -0.202795            0.694593           -1.110872           -0.227427            0.652188            0.702751           -1.131386           -1.154585           -0.206793            0.667706           -1.125356            3.000000
  653         3.1600000000000244E+008         3.3057108499314896E+000         3.3025451243297663E+000         3.6491385468964230E+000         2.0861314145924648E+000         2.4204712659229188E+000         1.7000000000000001E-001            0.258485            3.564564            1.986206            0.395127           -0.458196           -1.248133           -2.452147           -3.201329           -3.397465           -0.242916            0.901306            0.506517            2.460359            0.578777           -0.172302            0.720798           -1.078233           -0.197030            0.678456            0.728949           -1.098724           -1.121622           -0.176374            0.693977           -1.092672            3.000000
  654         3.1600000000000244E+008         3.3061755678577982E+000         3.3029991475905374E+000         3.6504161604982155E+000         2.1052477937016887E+000         2.4065211165949636E+000         1.7000000000000001E-001            0.258485            3.566115            2.004927            0.421009           -0.428390           -1.215369           -2.413984           -3.159084           -3.353974           -0.213070            0.922737            0.533349            2.475595            0.603849           -0.142035            0.746682           -1.045765           -0.166861            0.704402            0.754822           -1.066233           -1.088821           -0.146183            0.719928           -1.060159            3.000000
  655         3.1600000000000244E+008         3.3066576075134888E+000         3.3034706271228278E+000         3.6516467941701993E+000         2.1242364183692919E+000         2.3925129416844433E+000         1.7000000000000001E-001            0.258486            3.569144            2.024436            0.447454           -0.398209           -1.182340           -2.375753           -3.116964           -3.310654           -0.182850            0.945038            0.560676            2.491745            0.629515           -0.111413            0.773097           -1.013025           -0.136333            0.730878            0.781224           -1.033471           -1.055761           -0.115635            0.746407           -1.027376            3.000000
  656         3.1600000000000244E+008         3.3071569875705564E+000         3.3039595902401442E+000         3.6529126344457654E+000         2.1432986195673429E+000         2.3785741346317022E+000         1.7000000000000001E-001            0.258486            3.571461            2.043430            0.473545           -0.368317           -1.149501           -2.337565           -3.074796           -3.267266           -0.152906            0.966989            0.587649            2.507329            0.654807           -0.081057            0.799138           -0.980492           -0.106075            0.756981            0.807250           -1.000916           -1.022896           -0.085355            0.772512           -0.994797            3.000000
  657         3.1600000000000244E+008         3.3076752632792559E+000         3.3044675809819850E+000         3.6541358112093358E+000         2.1622507561742816E+000         2.3645770837744684E+000         1.7000000000000001E-001            0.258485            3.575148            2.063167            0.500188           -0.338072           -1.116408           -2.299299           -3.032727           -3.224021           -0.122607            0.989761            0.615088            2.523770            0.680660           -0.050364            0.825680           -0.947699           -0.075475            0.783582            0.833776           -0.968100           -0.989780           -0.054736            0.799115           -0.961959            3.000000
  658         3.1600000000000244E+008         3.3082125675042335E+000         3.3049947253532430E+000         3.6554105852496632E+000         2.1813193866106193E+000         2.3506722558856445E+000         1.7000000000000001E-001            0.258484            3.577638            2.082213            0.526375           -0.308177           -1.083586           -2.261098           -2.990563           -3.180652           -0.092668            1.011973            0.642085            2.539393            0.706034           -0.020021            0.851747           -0.915180           -0.045228            0.809710            0.859825           -0.935558           -0.956929           -0.024470            0.825245           -0.929395            3.000000
  659         3.1600000000000244E+008         3.3087755464510691E+000         3.3055475634803919E+000         3.6566770916389220E+000         2.2003556434915419E+000         2.3367698684112965E+000         1.7000000000000001E-001            0.258486            3.580524            2.101500            0.552747           -0.278166           -1.050712           -2.222894           -2.948441           -3.137345           -0.062627            1.034474            0.669246            2.555269            0.731609            0.010411            0.877980           -0.882600           -0.014889            0.836002            0.886037           -0.902955           -0.924023            0.005888            0.851539           -0.896769            3.000000
  660         3.1600000000000244E+008         3.3093708733629539E+000         3.3061326943329457E+000         3.6579455718364389E+000         2.2193798649069021E+000         2.3228913404462737E+000         1.7000000000000001E-001            0.258485            3.583519            2.120848            0.579174           -0.248134           -1.017853           -2.184710           -2.906347           -3.094079           -0.032579            1.057085            0.696438            2.571196            0.757246            0.040843            0.904250           -0.850027            0.015450            0.862333            0.912287           -0.870360           -0.891128            0.036246            0.877871           -0.864153            3.000000
  661         3.1600000000000244E+008         3.3100013670378519E+000         3.3067528827034787E+000         3.6591982108564665E+000         2.2383491110742892E+000         2.3090087054098012E+000         1.7000000000000001E-001            0.258485            3.587096            2.140528            0.605840           -0.217945           -0.984915           -2.146527           -2.864322           -3.050909           -0.002388            1.080041            0.723833            2.587487            0.783138            0.071404            0.930742           -0.817363            0.045921            0.888886            0.938758           -0.837674           -0.858148            0.066736            0.904425           -0.831446            3.000000
  662         3.1600000000000244E+008         3.3106697776559311E+000         3.3074108672930942E+000         3.6605186447090650E+000         2.2574605224860740E+000         2.2952597078604775E+000         1.7000000000000001E-001            0.258485            3.589078            2.159247            0.631849           -0.188251           -0.952359           -2.108466           -2.822205           -3.007607            0.027297            1.102164            0.750598            2.602665            0.808343            0.101470            0.956563           -0.785091            0.075895            0.914771            0.964557           -0.805378           -0.825548            0.096729            0.930311           -0.799128            3.000000
  663         3.1600000000000244E+008         3.3113853293798932E+000         3.3081157748574985E+000         3.6618130539901332E+000         2.2764869243567558E+000         2.2814973789144148E+000         1.7000000000000001E-001            0.258485            3.591901            2.178429            0.658181           -0.158339           -0.919681           -2.070409           -2.780192           -2.964443            0.057185            1.124736            0.777645            2.618368            0.833893            0.131724            0.982692           -0.752683            0.106058            0.940963            0.990662           -0.772948           -0.792824            0.126911            0.956505           -0.766678            3.000000
  664         3.1600000000000244E+008         3.3121648432429449E+000         3.3088842200128448E+000         3.6631054984649287E+000         2.2954749072598357E+000         2.2677733546272911E+000         1.7000000000000001E-001            0.258485            3.594909            2.197668            0.684492           -0.128428           -0.887043           -2.032420           -2.738266           -2.921382            0.087059            1.147378            0.804703            2.634140            0.859481            0.161954            1.008840           -0.720310            0.136201            0.967174            1.016784           -0.740553           -0.760138            0.157072            0.982717           -0.734262            3.000000
  665         3.1600000000000244E+008         3.3130114070900420E+000         3.3097193238609433E+000         3.6644574570389703E+000         2.3145717637592882E+000         2.2541866141714086E+000         1.7000000000000001E-001            0.258484            3.596532            2.216037            0.710187           -0.098979           -0.854772           -1.994577           -2.696301           -2.878252            0.116457            1.169260            0.831164            2.648912            0.884441            0.191718            1.034370           -0.688312            0.165874            0.992771            1.042287           -0.708532           -0.727818            0.186764            1.008315           -0.702220            3.000000
  666         3.1600000000000244E+008         3.3139393607302692E+000         3.3106352848555098E+000         3.6658038197405336E+000         2.3336211239900817E+000         2.2406348935158116E+000         1.7000000000000001E-001            0.258484            3.598446            2.234511            0.735946           -0.069507           -0.822524           -1.956804           -2.654438           -2.835241            0.145866            1.191252            0.857633            2.663815            0.909472            0.221481            1.059950           -0.656331            0.195549            1.018421            1.067836           -0.676528           -0.695521            0.216457            1.033967           -0.670195            3.000000
  667         3.1600000000000244E+008         3.3149690443180466E+000         3.3116522660184757E+000         3.6672340100452976E+000         2.3528098943245954E+000         2.2272914340555152E+000         1.7000000000000001E-001            0.258485            3.598329            2.251688            0.760788           -0.040743           -0.790841           -1.919282           -2.612563           -2.792172            0.174553            1.212101            0.883219            2.677241            0.933551            0.250537            1.084599           -0.624928            0.224512            1.043146            1.092451           -0.645100           -0.663786            0.245440            1.058692           -0.638746            3.000000
  668         3.1600000000000244E+008         3.3161442613956851E+000         3.3128136447688346E+000         3.6686644458538007E+000         2.3719244920874307E+000         2.2140406445447449E+000         1.7000000000000001E-001            0.258484            3.598247            2.268757            0.785519           -0.012116           -0.759325           -1.881953           -2.570896           -2.749323            0.203089            1.232861            0.908669            2.690576            0.957523            0.279433            1.109119           -0.593689            0.253318            1.067739            1.116933           -0.613838           -0.632221            0.274264            1.083287           -0.607462            3.000000
  669         3.1600000000000244E+008         3.3174993868873943E+000         3.3141535110853337E+000         3.6701603403307286E+000         2.3910991486326374E+000         2.2010134456579413E+000         1.7000000000000001E-001            0.258485            3.596529            2.284701            0.809424            0.015839           -0.728374           -1.844956           -2.529364           -2.706577            0.230939            1.252633            0.933311            2.702654            0.980641            0.307651            1.132798           -0.563028            0.281443            1.091511            1.140566           -0.583151           -0.601223            0.302408            1.107061           -0.576753            3.000000
  670         3.1600000000000244E+008         3.3191172569927732E+000         3.3157540198458912E+000         3.6717269748423731E+000         2.4102882966769270E+000         2.1882863538541484E+000         1.7000000000000001E-001            0.258484            3.592899            2.299275            0.832288            0.042922           -0.698180           -1.808464           -2.488126           -2.664087            0.257901            1.271196            0.956933            2.713224            1.002703            0.334991            1.155416           -0.533135            0.308686            1.114227            1.163135           -0.553233           -0.570983            0.329672            1.129779           -0.546812            3.000000
  671         3.1600000000000244E+008         3.3211244516261456E+000         3.3177407211407757E+000         3.6734404926745694E+000         2.4295570735427190E+000         2.1761140434295365E+000         1.7000000000000001E-001            0.258484            3.585208            2.311058            0.853052            0.068272           -0.669448           -1.772885           -2.447348           -2.621967            0.283114            1.287290            0.978510            2.720696            1.022616            0.360606            1.175926           -0.504735            0.334199            1.134824            1.183568           -0.524805           -0.542208            0.355205            1.150378           -0.518358            3.000000
  672         3.1600000000000244E+008         3.3238851213831717E+000         3.3204746575376345E+000         3.6752714757220257E+000         2.4486266503174243E+000         2.1647010729748994E+000         1.7000000000000001E-001            0.258484            3.573630            2.319868            0.871401            0.091489           -0.642638           -1.738803           -2.407717           -2.580926            0.306177            1.300709            0.997705            2.724966            1.040060            0.384088            1.193993           -0.478285            0.357573            1.152980            1.201552           -0.498325           -0.515364            0.378601            1.168535           -0.491850            3.000000
  673         3.1600000000000244E+008         3.3286393327725277E+000         3.3251861093295685E+000         3.6773851970685314E+000         2.4668615381749124E+000         2.1554907532755241E+000         1.7000000000000001E-001            0.258485            3.551446            2.320448            0.882845            0.108494           -0.621507           -1.709328           -2.371814           -2.543434            0.323004            1.306554            1.010096            2.720424            1.050467            0.401389            1.205100           -0.457577            0.374751            1.164187            1.212571           -0.477584           -0.494208            0.395803            1.179745           -0.471077            3.000000
  674         3.1600000000000244E+008         3.3414628862132498E+000         3.3379030405768990E+000         3.6792917728286332E+000         2.4738941885084587E+000         2.1576078711642159E+000         1.7000000000000001E-001            0.258487            3.507344            2.295509            0.867373            0.097817           -0.628555           -1.708817           -2.365386           -2.535645            0.312188            1.286126            0.995375            2.691058            1.034016            0.390993            1.189255           -0.465007            0.364247            1.148397            1.196663           -0.484987           -0.501249            0.385320            1.163955           -0.478452            3.000000
  675         3.1600000000000244E+008         3.3581844748230312E+000         3.3544778653180334E+000         3.6806242209008921E+000         2.4684995455627092E+000         2.1703347530581754E+000         1.7000000000000001E-001            0.258487            3.450339            2.250495            0.828514            0.062204           -0.661670           -1.736631           -2.388907           -2.558285            0.276509            1.243903            0.957097            2.643152            0.994517            0.355607            1.150176           -0.498395            0.328787            1.109328            1.157544           -0.518357           -0.534372            0.349874            1.124887           -0.511804            3.000000
  676         3.1600000000000244E+008         3.3744903536317530E+000         3.3706280294965261E+000         3.6810299559553918E+000         2.4543978657542724E+000         2.1880234980607827E+000         1.7000000000000001E-001            0.258488            3.400618            2.202758            0.782064            0.016685           -0.706387           -1.779743           -2.430483           -2.599676            0.231019            1.196391            0.910888            2.594803            0.947898            0.310219            1.103747           -0.543210            0.283376            1.062896            1.111109           -0.563167           -0.579107            0.304468            1.078455           -0.556607            3.000000
  677         3.1600000000000244E+008         3.3900845679646188E+000         3.3860689597978073E+000         3.6814173323013493E+000         2.4395395786977292E+000         2.2063126678932714E+000         1.7000000000000001E-001            0.258488            3.349880            2.153738            0.734215           -0.030285           -0.752593           -1.824416           -2.473669           -2.642692            0.184081            1.147540            0.863272            2.545222            0.899893            0.263378            1.055925           -0.589510            0.236513            1.015071            1.063282           -0.609463           -0.625331            0.257610            1.030630           -0.602896            3.000000
  678         3.1600000000000244E+008         3.4070290732707362E+000         3.4028307412464165E+000         3.6813514817062094E+000         2.4224943426395069E+000         2.2251296364624547E+000         1.7000000000000001E-001            0.258488            3.307062            2.108016            0.687360           -0.077362           -0.799717           -1.871820           -2.520955           -2.690136            0.137079            1.100757            0.816486            2.500023            0.853132            0.216381            1.009214           -0.636643            0.189519            0.968350            1.016581           -0.656596           -0.672476            0.210616            0.983909           -0.650028            3.000000
  679         3.1600000000000244E+008         3.4208084320400989E+000         3.4164559327475850E+000         3.6812757276639645E+000         2.4062116029164771E+000         2.2427709791769108E+000         1.7000000000000001E-001            0.258488            3.267251            2.065304            0.643500           -0.121463           -0.843885           -1.916307           -2.565369           -2.734710            0.093050            1.056998            0.772691            2.457841            0.809372            0.172355            0.965495           -0.680817            0.145496            0.924624            0.972875           -0.700771           -0.716664            0.166593            0.940182           -0.694202            3.000000
  680         3.1600000000000244E+008         3.4368026099800728E+000         3.4322537939077225E+000         3.6807595834456648E+000         2.3883647733902320E+000         2.2604692758075768E+000         1.7000000000000001E-001            0.258489            3.236248            2.026947            0.601758           -0.164513           -0.887793           -1.962304           -2.612629           -2.782450            0.050112            1.016397            0.730853            2.421067            0.767973            0.129329            0.924005           -0.724649            0.102498            0.883121            0.931413           -0.744610           -0.760596            0.123590            0.898678           -0.738045            3.000000
  681         3.1600000000000244E+008         3.4502235459767441E+000         3.4455094365246182E+000         3.6806639993251284E+000         2.3721285092251212E+000         2.2779317579214120E+000         1.7000000000000001E-001            0.258488            3.197295            1.984892            0.558452           -0.208109           -0.931492           -2.006405           -2.656718           -2.826715            0.006591            0.973234            0.687604            2.379593            0.724777            0.085805            0.880844           -0.768350            0.058979            0.839953            0.888265           -0.788313           -0.804316            0.080071            0.855509           -0.781747            3.000000
  682         3.1600000000000244E+008         3.4617784017498372E+000         3.4569069496344991E+000         3.6804938866371359E+000         2.3576496767966106E+000         2.2931264839466992E+000         1.7000000000000001E-001            0.258488            3.165186            1.949193            0.521218           -0.245807           -0.969437           -2.045049           -2.695615           -2.865829           -0.031035            0.936330            0.650386            2.344609            0.687686            0.048160            0.843759           -0.806282            0.021342            0.802859            0.851193           -0.826246           -0.842280            0.042433            0.818415           -0.819681            3.000000
  683         3.1600000000000244E+008         3.4755404934005831E+000         3.4704643165636075E+000         3.6793036071965792E+000         2.3389452657704242E+000         2.3087248557798152E+000         1.7000000000000001E-001            0.258487            3.153064            1.923013            0.488281           -0.281704           -1.007445           -2.087850           -2.741763           -2.912947           -0.066771            0.906179            0.617088            2.321605            0.655414            0.012191            0.811222           -0.844081           -0.014562            0.770304            0.818707           -0.864062           -0.880316            0.006518            0.785859           -0.857510            3.000000
  684         3.1600000000000244E+008         3.4862876924586792E+000         3.4810410626022663E+000         3.6785423429483060E+000         2.3224761004517118E+000         2.3234399458547945E+000         1.7000000000000001E-001            0.258486            3.134347            1.894658            0.455380           -0.316531           -1.043628           -2.127099           -2.783074           -2.954914           -0.101480            0.875067            0.583979            2.295385            0.622957           -0.022666            0.778603           -0.880135           -0.049377            0.737672            0.786123           -0.900126           -0.916524           -0.028304            0.753225           -0.893582            3.000000
  685         3.1600000000000244E+008         3.4947457245069260E+000         3.4893555202446849E+000         3.6779739000161058E+000         2.3103249899904772E+000         2.3343468176445783E+000         1.7000000000000001E-001            0.258484            3.120594            1.873708            0.431042           -0.342316           -1.070439           -2.156196           -2.813718           -2.986049           -0.127179            0.852081            0.559491            2.276029            0.598950           -0.048478            0.754470           -0.906848           -0.075156            0.713523            0.762015           -0.926848           -0.943354           -0.054090            0.729079           -0.920311            3.000000
  686         3.1600000000000244E+008         3.5032810588138270E+000         3.4977374299895838E+000         3.6762859993629271E+000         2.2943927633358276E+000         2.3445678893242570E+000         1.7000000000000001E-001            0.258483            3.131763            1.866220            0.414517           -0.363125           -1.094474           -2.186954           -2.849496           -3.023146           -0.147829            0.839820            0.542366            2.272792            0.583341           -0.069495            0.738364           -0.930553           -0.096076            0.697339            0.745975           -0.950579           -0.967415           -0.075028            0.712892           -0.944066            3.000000
  687         3.1600000000000244E+008         3.5111168621980915E+000         3.5054210641234191E+000         3.6747531605518806E+000         2.2790598013568855E+000         2.3547307152975390E+000         1.7000000000000001E-001            0.258480            3.140096            1.857355            0.397501           -0.384132           -1.118452           -2.217048           -2.884163           -3.059024           -0.168701            0.826673            0.524710            2.267823            0.567089           -0.090709            0.721642           -0.954233           -0.117201            0.680545            0.729326           -0.974283           -0.991425           -0.096170            0.696096           -0.967793            3.000000
  688         3.1600000000000244E+008         3.5163327234117157E+000         3.5105360129962855E+000         3.6735414463710989E+000         2.2686727901778947E+000         2.3609064700809306E+000         1.7000000000000001E-001            0.258479            3.151183            1.854978            0.388788           -0.396006           -1.132696           -2.236143           -2.906929           -3.082739           -0.180482            0.821059            0.515463            2.268497            0.558971           -0.102769            0.713134           -0.968239           -0.129189            0.671980            0.720871           -0.988308           -1.005695           -0.108172            0.687530           -0.981837            3.000000
  689         3.1600000000000244E+008         3.5208040519843373E+000         3.5149183116783913E+000         3.6716274303732179E+000         2.2550573137942771E+000         2.3674141427041984E+000         1.7000000000000001E-001            0.258478            3.176598            1.859337            0.383323           -0.406483           -1.146961           -2.258101           -2.934779           -3.112077           -0.190840            0.820573            0.509102            2.277627            0.554430           -0.113584            0.707942           -0.982125           -0.139887            0.666697            0.715757           -1.002226           -1.020005           -0.118894            0.682245           -0.995784            3.000000
