  EEP                isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  499         3.1600000000000244E+008         3.2822166725507880E+000         3.2799520050542954E+000         3.8135050869906388E+000         2.8585613804566545E+000         2.3026994852725076E+000         1.7000000000000001E-001            0.236493           -0.511779           -0.676968           -1.103934           -1.358665           -1.582135           -1.862066           -2.051560           -2.082462           -1.233023           -0.980906           -1.015836           -0.603465           -1.051083           -1.155899           -0.940495           -1.508870           -1.186348           -0.973492           -0.953582           -1.525954           -1.516130           -1.166372           -0.957583           -1.512768            2.000000
  500         3.1600000000000244E+008         3.2822920331191319E+000         3.2800267153288445E+000         3.8102161624106166E+000         2.8487315038119112E+000         2.2993829756282089E+000         1.7000000000000001E-001            0.236494           -0.481166           -0.650643           -1.091382           -1.352994           -1.582600           -1.870868           -2.067336           -2.099081           -1.224732           -0.964798           -1.001229           -0.573830           -1.037181           -1.146641           -0.924628           -1.507858           -1.177324           -0.957606           -0.937169           -1.524959           -1.514990           -1.157180           -0.941679           -1.511867            2.000000
  501         3.1600000000000244E+008         3.2823655020510518E+000         3.2800995492685008E+000         3.8069282804451938E+000         2.8389553958789304E+000         2.2960166322848505E+000         1.7000000000000001E-001            0.236494           -0.447825           -0.623108           -1.078161           -1.346699           -1.582433           -1.879340           -2.083052           -2.115696           -1.215834           -0.947913           -0.985938           -0.542628           -1.022582           -1.136739           -0.908000           -1.506258           -1.167563           -0.940979           -0.919987           -1.523379           -1.513304           -1.147308           -0.925033           -1.510378            2.000000
  502         3.1600000000000244E+008         3.2824372176200196E+000         3.2801706440818732E+000         3.8036410353432570E+000         2.8292224055464983E+000         2.2926095007034997E+000         1.7000000000000001E-001            0.236494           -0.412706           -0.594779           -1.064479           -1.339963           -1.581809           -1.887536           -2.098654           -2.132235           -1.206506           -0.930505           -0.970182           -0.510404           -1.007507           -1.126390           -0.890860           -1.504232           -1.157294           -0.923850           -0.902287           -1.521374           -1.511221           -1.136964           -0.907887           -1.508464            2.000000
  503         3.1600000000000244E+008         3.2825072992154407E+000         3.2802401183155867E+000         3.8003551009938774E+000         2.8195425160791987E+000         2.2891543075891367E+000         1.7000000000000001E-001            0.236495           -0.376777           -0.566064           -1.050524           -1.332941           -1.580872           -1.895463           -2.114032           -2.148562           -1.196908           -0.912807           -0.954158           -0.477704           -0.992154           -1.115766           -0.873434           -1.501910           -1.146725           -0.906440           -0.884301           -1.519073           -1.508853           -1.126335           -0.890460           -1.506253            2.000000
  504         3.1600000000000244E+008         3.2825759120793645E+000         3.2803081360449582E+000         3.7970723198608245E+000         2.8099440543402436E+000         2.2856301156076024E+000         1.7000000000000001E-001            0.236495           -0.341006           -0.537357           -1.036456           -1.325760           -1.579734           -1.903095           -2.129033           -2.164504           -1.187173           -0.895027           -0.938033           -0.445063           -0.976696           -1.105011           -0.855924           -1.499391           -1.136038           -0.888945           -0.866235           -1.516575           -1.506283           -1.115580           -0.872947           -1.503844            2.000000
  505         3.1600000000000244E+008         3.2826433561400026E+000         3.2803749950256424E+000         3.7937933200967944E+000         2.8004299377792807E+000         2.2820365560771605E+000         1.7000000000000001E-001            0.236495           -0.306230           -0.509010           -1.022448           -1.318587           -1.578527           -1.910451           -2.143583           -2.179965           -1.177445           -0.877384           -0.921986           -0.412947           -0.961318           -1.094276           -0.838534           -1.496796           -1.125406           -0.871561           -0.848294           -1.514000           -1.503620           -1.104860           -0.855545           -1.501359            2.000000
  506         3.1600000000000244E+008         3.2827100142820060E+000         3.2804410754442350E+000         3.7905206284229993E+000         2.7910360914246408E+000         2.2783478559756318E+000         1.7000000000000001E-001            0.236496           -0.271972           -0.480772           -1.008342           -1.311314           -1.577092           -1.917434           -2.157643           -2.194914           -1.167534           -0.859706           -0.905855           -0.381031           -0.945859           -1.083390           -0.821088           -1.493976           -1.114628           -0.854114           -0.830302           -1.511200           -1.500725           -1.093991           -0.838082           -1.498647            2.000000
  507         3.1600000000000244E+008         3.2827762478105291E+000         3.2805067361079820E+000         3.7872574713500096E+000         2.7818077755531991E+000         2.2745317034546217E+000         1.7000000000000001E-001            0.236496           -0.237523           -0.452328           -0.993930           -1.303689           -1.575248           -1.923934           -2.171160           -2.209315           -1.157276           -0.841749           -0.889433           -0.348920           -0.930103           -1.072173           -0.803362           -1.490759           -1.103519           -0.836386           -0.812032           -1.508002           -1.497431           -1.082793           -0.820338           -1.495537            2.000000
  508         3.1600000000000244E+008         3.2828421679471345E+000         3.2805720875313096E+000         3.7840051426049879E+000         2.7727561420621463E+000         2.2705821353779201E+000         1.7000000000000001E-001            0.236495           -0.202331           -0.423458           -0.979095           -1.295547           -1.572904           -1.929920           -2.184152           -2.223198           -1.146594           -0.823363           -0.872602           -0.316337           -0.913923           -1.060538           -0.785221           -1.487057           -1.091988           -0.818249           -0.793352           -1.504320           -1.493660           -1.071174           -0.802184           -1.491941            2.000000
  509         3.1600000000000244E+008         3.2829075781320296E+000         3.2806369347849293E+000         3.7807621828242786E+000         2.7638552750926246E+000         2.2665192089978738E+000         1.7000000000000001E-001            0.236497           -0.165942           -0.394014           -0.963789           -1.286806           -1.570049           -1.935439           -2.196714           -2.236674           -1.135484           -0.804456           -0.855313           -0.283076           -0.897263           -1.048464           -0.766603           -1.482861           -1.080016           -0.799641           -0.774196           -1.500144           -1.489406           -1.059114           -0.783561           -1.487851            2.000000
  510         3.1600000000000244E+008         3.2829729100467939E+000         3.2807017066166737E+000         3.7775341703221592E+000         2.7551771851865619E+000         2.2622932772017426E+000         1.7000000000000001E-001            0.236497           -0.127903           -0.363761           -0.947823           -1.277236           -1.566494           -1.940332           -2.208712           -2.249616           -1.123778           -0.784836           -0.837378           -0.248863           -0.879930           -1.035777           -0.747311           -1.477988           -1.067425           -0.780371           -0.754369           -1.495291           -1.484492           -1.046439           -0.764276           -1.483083            2.000000
  511         3.1600000000000244E+008         3.2830379585223897E+000         3.2807661997026885E+000         3.7743207221315020E+000         2.7467140340270619E+000         2.2579106231402788E+000         1.7000000000000001E-001            0.236497           -0.089060           -0.333038           -0.931398           -1.267194           -1.562389           -1.944651           -2.220122           -2.261976           -1.111584           -0.764775           -0.818992           -0.214124           -0.862140           -1.022627           -0.727562           -1.472582           -1.054370           -0.760646           -0.734084           -1.489906           -1.479053           -1.033300           -0.744537           -1.477781            2.000000
  512         3.1600000000000244E+008         3.2831033700260690E+000         3.2808310560199376E+000         3.7711293606109635E+000         2.7385485677261796E+000         2.2533186664513307E+000         1.7000000000000001E-001            0.236497           -0.049637           -0.301864           -0.914444           -1.256676           -1.557619           -1.948234           -2.230738           -2.273540           -1.098792           -0.744331           -0.800092           -0.178925           -0.843830           -1.008922           -0.707302           -1.466530           -1.040757           -0.740413           -0.713293           -1.483874           -1.472973           -1.019604           -0.724290           -1.471832            2.000000
  513         3.1600000000000244E+008         3.2831697285025125E+000         3.2808968556020579E+000         3.7679677642752032E+000         2.7307554773642355E+000         2.2484734995640752E+000         1.7000000000000001E-001            0.236497           -0.009234           -0.270034           -0.896769           -1.245478           -1.551993           -1.950915           -2.240417           -2.284173           -1.085239           -0.723103           -0.780499           -0.143037           -0.824805           -0.994491           -0.686351           -1.459645           -1.026416           -0.719493           -0.691817           -1.477009           -1.466067           -1.005182           -0.703357           -1.465048            2.000000
  514         3.1600000000000244E+008         3.2832384764070000E+000         3.2809650309134599E+000         3.7648567247883782E+000         2.7235325320500197E+000         2.2432606909319870E+000         1.7000000000000001E-001            0.236498            0.032650           -0.237222           -0.878018           -1.233206           -1.545109           -1.952291           -2.248753           -2.293473           -1.070579           -0.700709           -0.759881           -0.106124           -0.804713           -0.978990           -0.664375           -1.451535           -1.010999           -0.697556           -0.669328           -1.468919           -1.457947           -0.989687           -0.681407           -1.457038            2.000000
  515         3.1600000000000244E+008         3.2833124538202121E+000         3.2810384025930031E+000         3.7618496081567616E+000         2.7173627418254109E+000         2.2374110294666507E+000         1.7000000000000001E-001            0.236498            0.076565           -0.202929           -0.857515           -1.219077           -1.536122           -1.951428           -2.254742           -2.300432           -1.054097           -0.676559           -0.737598           -0.067715           -0.782891           -0.961715           -0.640751           -1.441375           -0.993801           -0.673978           -0.645213           -1.458780           -1.447794           -0.972416           -0.657819           -1.446975            2.000000
  516         3.1600000000000244E+008         3.2833882460549950E+000         3.2811135832153013E+000         3.7589178186635448E+000         2.7119287930929032E+000         2.2311270499273017E+000         1.7000000000000001E-001            0.236498            0.122671           -0.167336           -0.835629           -1.203522           -1.525537           -1.948954           -2.259109           -2.305796           -1.036231           -0.650955           -0.714010           -0.027915           -0.759693           -0.943093           -0.615814           -1.429663           -0.975248           -0.649101           -0.619804           -1.447089           -1.436107           -0.953795           -0.632932           -1.435357            2.000000
  517         3.1600000000000244E+008         3.2834645204557154E+000         3.2811892507795570E+000         3.7560497024920947E+000         2.7071002379061966E+000         2.2244924315701216E+000         1.7000000000000001E-001            0.236499            0.170735           -0.130654           -0.812611           -1.186685           -1.513630           -1.945152           -2.262155           -2.309859           -1.017227           -0.624154           -0.689349            0.013078           -0.735366           -0.923372           -0.589792           -1.416672           -0.955588           -0.623152           -0.593324           -1.434120           -1.423162           -0.934071           -0.606974           -1.422460            2.000000
  518         3.1600000000000244E+008         3.2835405056245786E+000         3.2812646399519365E+000         3.7532364522784105E+000         2.7027876851238863E+000         2.2175612472166759E+000         1.7000000000000001E-001            0.236499            0.220405           -0.093077           -0.788647           -1.168743           -1.500604           -1.940214           -2.264060           -2.312796           -0.997262           -0.596354           -0.663794            0.055048           -0.710097           -0.902726           -0.562865           -1.402598           -0.934998           -0.596310           -0.565953           -1.420069           -1.409152           -0.913420           -0.580125           -1.408479            2.000000
  519         3.1600000000000244E+008         3.2836159316756937E+000         3.2813394831565543E+000         3.7504717954653271E+000         2.6989275434047375E+000         2.2103719657691925E+000         1.7000000000000001E-001            0.236499            0.271440           -0.054729           -0.763855           -1.149850           -1.486591           -1.934276           -2.264954           -2.314738           -0.976455           -0.567678           -0.637460            0.097850           -0.684005           -0.881270           -0.535155           -1.387571           -0.913591           -0.568691           -0.537858           -1.405064           -1.394201           -0.891956           -0.552500           -1.393542            2.000000
  520         3.1600000000000244E+008         3.2836907601011722E+000         3.2814137423749408E+000         3.7477674540220205E+000         2.6956008549490016E+000         2.2028904271251148E+000         1.7000000000000001E-001            0.236500            0.323556           -0.015689           -0.738214           -1.129984           -1.471517           -1.927211           -2.264661           -2.315500           -0.954759           -0.538204           -0.610333            0.141360           -0.657079           -0.858956           -0.506660           -1.371518           -0.891321           -0.540296           -0.508995           -1.389033           -1.378235           -0.869632           -0.524098           -1.377578            2.000000
  521         3.1600000000000244E+008         3.2837646191754155E+000         3.2814870483548524E+000         3.7451131178756851E+000         2.6927208223938459E+000         2.1951621451577519E+000         1.7000000000000001E-001            0.236501            0.376557            0.023934           -0.711849           -1.109305           -1.455539           -1.919188           -2.263381           -2.315255           -0.932303           -0.508210           -0.582534            0.185454           -0.629441           -0.835910           -0.477503           -1.354589           -0.868316           -0.511241           -0.479481           -1.372127           -1.361400           -0.846576           -0.495038           -1.360735            2.000000
  522         3.1600000000000244E+008         3.2838382748958055E+000         3.2815601616113659E+000         3.7425218863351386E+000         2.6903827119979522E+000         2.1871443442427201E+000         1.7000000000000001E-001            0.236501            0.430172            0.064075           -0.684723           -1.087762           -1.438559           -1.910056           -2.260878           -2.313790           -0.909023           -0.477474           -0.554032            0.230021           -0.601065           -0.812068           -0.447680           -1.336693           -0.844511           -0.481510           -0.449206           -1.354252           -1.343600           -0.822722           -0.465301           -1.342921            2.000000
  523         3.1600000000000244E+008         3.2839116688664443E+000         3.2816330235664406E+000         3.7399889831854365E+000         2.6885534873302008E+000         2.1788509533153384E+000         1.7000000000000001E-001            0.236502            0.484247            0.104673           -0.656892           -1.065432           -1.420649           -1.899881           -2.257208           -2.311166           -0.884973           -0.446048           -0.524881            0.274983           -0.572005           -0.787481           -0.417270           -1.317892           -0.819958           -0.451155           -0.418321           -1.335473           -1.324898           -0.798123           -0.434941           -1.324201            2.000000
  524         3.1600000000000244E+008         3.2839851884799325E+000         3.2817060183320215E+000         3.7375172437823303E+000         2.6872641891597895E+000         2.1702623251590758E+000         1.7000000000000001E-001            0.236501            0.538858            0.145768           -0.628332           -1.042274           -1.401873           -1.888611           -2.252269           -2.307321           -0.860127           -0.413867           -0.495050            0.320391           -0.542238           -0.762120           -0.386202           -1.298193           -0.794630           -0.420156           -0.386797           -1.315797           -1.305321           -0.772750           -0.403945           -1.304589            2.000000
  525         3.1600000000000244E+008         3.2840594310193678E+000         3.2817797377888809E+000         3.7351170081882041E+000         2.6866176491505915E+000         2.1613170719048145E+000         1.7000000000000001E-001            0.236503            0.594064            0.187445           -0.598918           -1.018130           -1.382068           -1.876055           -2.245907           -2.302045           -0.834348           -0.380839           -0.464417            0.366320           -0.511641           -0.735852           -0.354328           -1.277436           -0.768390           -0.388416           -0.354506           -1.295068           -1.284713           -0.746469           -0.372200           -1.283930            2.000000
  526         3.1600000000000244E+008         3.2841342686097468E+000         3.2818540566375405E+000         3.7327868559116921E+000         2.6865779201674918E+000         2.1520454370923039E+000         1.7000000000000001E-001            0.236503            0.649734            0.229612           -0.568727           -0.993073           -1.361247           -1.862299           -2.238210           -2.295424           -0.807712           -0.347084           -0.433062            0.412671           -0.480293           -0.708751           -0.321693           -1.255675           -0.741315           -0.355978           -0.321530           -1.273336           -1.263112           -0.719355           -0.339758           -1.262269            2.000000
  527         3.1600000000000244E+008         3.2842088333772326E+000         3.2819281157391726E+000         3.7305095867658227E+000         2.6869714908048179E+000         2.1425520094329920E+000         1.7000000000000001E-001            0.236504            0.705816            0.272129           -0.537972           -0.967349           -1.339637           -1.847682           -2.229558           -2.287846           -0.780456           -0.312767           -0.401188            0.459332           -0.448402           -0.681053           -0.288560           -1.233165           -0.713640           -0.323040           -0.288069           -1.250854           -1.240761           -0.691643           -0.306799           -1.239854            2.000000
  528         3.1600000000000244E+008         3.2842832252269427E+000         3.2820020150269835E+000         3.7282758257253188E+000         2.6877153914106287E+000         2.1328822667816039E+000         1.7000000000000001E-001            0.236507            0.762283            0.314941           -0.506741           -0.941064           -1.317312           -1.832360           -2.220125           -2.279494           -0.752681           -0.277995           -0.368884            0.506257           -0.416052           -0.652859           -0.255013           -1.210009           -0.685466           -0.289606           -0.254273           -1.227724           -1.217752           -0.663434           -0.273361           -1.216785            2.000000
  529         3.1600000000000244E+008         3.2843577254773964E+000         3.2820760345720110E+000         3.7260733052954413E+000         2.6887146515538571E+000         2.1230821406496170E+000         1.7000000000000001E-001            0.236509            0.819176            0.358026           -0.475108           -0.914317           -1.294352           -1.816496           -2.210109           -2.270571           -0.724481           -0.242826           -0.336217            0.553445           -0.383313           -0.624258           -0.221110           -1.186308           -0.656882           -0.255823           -0.220166           -1.204045           -1.194178           -0.634817           -0.239574           -1.193157            2.000000
  530         3.1600000000000244E+008         3.2844325849264271E+000         3.2821504244365296E+000         3.7238882774651465E+000         2.6898647075988085E+000         2.1132012275293883E+000         1.7000000000000001E-001            0.236513            0.876561            0.401370           -0.443151           -0.887213           -1.270845           -1.800273           -2.199728           -2.261300           -0.695952           -0.207320           -0.303262            0.600904           -0.350257           -0.595347           -0.186922           -1.162175           -0.627986           -0.221757           -0.185780           -1.179927           -1.170140           -0.605890           -0.205505           -1.169078            2.000000
  531         3.1600000000000244E+008         3.2845083381751219E+000         3.2822257157842909E+000         3.7217180236420995E+000         2.6911380390410229E+000         2.1032562381488278E+000         1.7000000000000001E-001            0.236517            0.934414            0.444944           -0.410900           -0.859784           -1.246789           -1.783742           -2.189040           -2.251743           -0.667130           -0.171516           -0.270049            0.648607           -0.316914           -0.566161           -0.152482           -1.137631           -0.598813           -0.187438           -0.151133           -1.155394           -1.145653           -0.576687           -0.171179           -1.144567            2.000000
  532         3.1600000000000244E+008         3.2845855901869263E+000         3.2823025104404442E+000         3.7195448450328592E+000         2.6923988718033014E+000         2.0933122221278628E+000         1.7000000000000001E-001            0.236523            0.992861            0.488742           -0.378452           -0.832165           -1.222323           -1.767134           -2.178335           -2.242188           -0.638138           -0.135477           -0.236668            0.696583           -0.283373           -0.536822           -0.117938           -1.112828           -0.569484           -0.152944           -0.116293           -1.130593           -1.120862           -0.547329           -0.136681           -1.119771            2.000000
  533         3.1600000000000244E+008         3.2846655688412341E+000         3.2823820302463704E+000         3.7173448721564890E+000         2.6934519365891494E+000         2.0834691189797612E+000         1.7000000000000001E-001            0.236533            1.052140            0.532746           -0.346023           -0.804614           -1.197976           -1.750796           -2.168039           -2.233050           -0.609209           -0.099414           -0.203304            0.744886           -0.249835           -0.507553           -0.083413           -1.088128           -0.540222           -0.118450           -0.081446           -1.105896           -1.096187           -0.518039           -0.102181           -1.095081            2.000000
  534         3.1600000000000244E+008         3.2847489194553350E+000         3.2824649182013483E+000         3.7150794534434097E+000         2.6939802017989556E+000         2.0738894255671614E+000         1.7000000000000001E-001            0.236547            1.112519            0.576904           -0.313882           -0.777484           -1.174271           -1.735274           -2.158761           -2.224999           -0.580674           -0.063530           -0.170239            0.793545           -0.216545           -0.478676           -0.049109           -1.063978           -0.511352           -0.084198           -0.046816           -1.081754           -1.072101           -0.489140           -0.067948           -1.070956            2.000000
  535         3.1600000000000244E+008         3.2848373343004527E+000         3.2825528584423989E+000         3.7127090141005055E+000         2.6935844557487814E+000         2.0648142565173737E+000         1.7000000000000001E-001            0.236571            1.174120            0.621000           -0.282451           -0.751297           -1.151816           -1.721313           -2.151360           -2.218919           -0.553030           -0.028157           -0.137863            0.842424           -0.183910           -0.450688           -0.015406           -1.040966           -0.483367           -0.050647           -0.012775           -1.058757           -1.049200           -0.461127           -0.034391           -1.047988            2.000000
  536         3.1600000000000244E+008         3.2849342323943467E+000         3.2826492539345362E+000         3.7101893706631333E+000         2.6916207152937757E+000         2.0567112683878550E+000         1.7000000000000001E-001            0.236608            1.236618            0.664306           -0.252683           -0.727117           -1.131784           -1.710226           -2.147277           -2.216278           -0.527320            0.005849           -0.107120            0.890883           -0.152905           -0.424629            0.016791           -1.020240           -0.457309           -0.018647            0.019746           -1.038054           -1.028641           -0.435039           -0.002382           -1.027328            2.000000
  537         3.1600000000000244E+008         3.2850396591744659E+000         3.2827541474428816E+000         3.7074928925010457E+000         2.6871682623227633E+000         2.0503906629844884E+000         1.7000000000000001E-001            0.236674            1.298637            0.705118           -0.226431           -0.706878           -1.116205           -1.704125           -2.148709           -2.219294           -0.505464            0.036728           -0.079773            0.937282           -0.125320           -0.402420            0.045617           -1.003802           -0.435097            0.009965            0.048912           -1.021647           -1.012437           -0.412798            0.026244           -1.010982            2.000000
  538         3.1600000000000244E+008         3.2851484964499518E+000         3.2828624368420960E+000         3.7047197249717354E+000         2.6798246965626005E+000         2.0466548246531766E+000         1.7000000000000001E-001            0.236775            1.356560            0.740555           -0.206013           -0.692697           -1.107076           -1.704636           -2.156990           -2.229268           -0.489645            0.062031           -0.058279            0.978526           -0.103524           -0.386265            0.068648           -0.993660           -0.418936            0.032802            0.072265           -1.011546           -1.002599           -0.396609            0.049095           -1.000961            2.000000
  539         3.1600000000000244E+008         3.2852545792869772E+000         3.2829679757499859E+000         3.7020857140655781E+000         2.6703818937046306E+000         2.0455745431208685E+000         1.7000000000000001E-001            0.236903            1.406331            0.768395           -0.192444           -0.685115           -1.104556           -1.711171           -2.170956           -2.244878           -0.480534            0.080390           -0.043754            1.011925           -0.088530           -0.376864            0.084650           -0.990057           -0.409525            0.048616            0.088557           -1.007990           -0.999344           -0.387175            0.064918           -0.997495            2.000000
  540         3.1600000000000244E+008         3.2853531539167844E+000         3.2830660326745029E+000         3.6996514580853579E+000         2.6599399984390586E+000         2.0462915153925576E+000         1.7000000000000001E-001            0.237055            1.448748            0.790125           -0.183865           -0.682134           -1.106497           -1.721392           -2.188103           -2.263569           -0.476167            0.093546           -0.034355            1.038813           -0.078624           -0.372258            0.095413           -0.990890           -0.404907            0.059211            0.099579           -1.008873           -1.000550           -0.382537            0.075525           -0.998476            2.000000
  541         3.1600000000000244E+008         3.2854455825711359E+000         3.2831579641200239E+000         3.6973686141101476E+000         2.6489857166565880E+000         2.0481258262505797E+000         1.7000000000000001E-001            0.237215            1.486217            0.807833           -0.178452           -0.682005           -1.111091           -1.733784           -2.207043           -2.283978           -0.474769            0.103338           -0.028229            1.061385           -0.071966           -0.370661            0.102814           -0.994415           -0.403294            0.066469            0.107222           -1.012447           -1.004445           -0.380908            0.082790           -1.002145            2.000000
  542         3.1600000000000244E+008         3.2855346595417534E+000         3.2832465512105160E+000         3.6951789760395402E+000         2.6376017801532177E+000         2.0507622577894398E+000         1.7000000000000001E-001            0.237379            1.520616            0.822826           -0.175292           -0.683883           -1.117288           -1.747776           -2.227336           -2.305717           -0.475454            0.110644           -0.024400            1.081112           -0.067615           -0.371172            0.107868           -0.999722           -0.403788            0.071385            0.112504           -1.017795           -1.010064           -0.381387            0.087713           -1.007568            2.000000
  543         3.1600000000000244E+008         3.2856226984078667E+000         3.2833340964184261E+000         3.6930147781995162E+000         2.6255345305988653E+000         2.0541836885777780E+000         1.7000000000000001E-001            0.237552            1.553200            0.835812           -0.174039           -0.687594           -1.125092           -1.763563           -2.249373           -2.329216           -0.478009            0.115973           -0.022575            1.098839           -0.065182           -0.373573            0.110977           -1.006764           -0.406169            0.074355            0.115834           -1.024870           -1.017378           -0.383755            0.090690           -1.014704            2.000000
  544         3.1600000000000244E+008         3.2857125274767176E+000         3.2834234121618238E+000         3.6908409747061475E+000         2.6123130308412996E+000         2.0587212372572599E+000         1.7000000000000001E-001            0.237734            1.583830            0.846339           -0.175342           -0.693888           -1.135367           -1.782090           -2.274206           -2.355547           -0.483162            0.118776           -0.023335            1.114182           -0.065292           -0.378588            0.111519           -1.016367           -0.411161            0.074751            0.116593           -1.034502           -1.027225           -0.388736            0.091095           -1.024385            2.000000
  545         3.1600000000000244E+008         3.2858032013854332E+000         3.2835135570540457E+000         3.6886956567924920E+000         2.5976109227805528E+000         2.0648534713319435E+000         1.7000000000000001E-001            0.237934            1.610629            0.852858           -0.180568           -0.704057           -1.149380           -1.804434           -2.302791           -2.385642           -0.492221            0.117649           -0.028044            1.125508           -0.069328           -0.387528            0.108100           -1.029786           -0.420077            0.071188            0.113384           -1.047945           -1.040866           -0.397641            0.087540           -1.037868            2.000000
  546         3.1600000000000244E+008         3.2858921680188886E+000         3.2836019909083207E+000         3.6866277533574960E+000         2.5817208511652052E+000         2.0724830835582919E+000         1.7000000000000001E-001            0.238149            1.632847            0.855115           -0.189746           -0.717989           -1.166980           -1.830197           -2.334589           -2.418926           -0.505096            0.112539           -0.036700            1.132446           -0.077321           -0.400304            0.100693           -1.046853           -0.432826            0.063641            0.106175           -1.065034           -1.058137           -0.410381            0.080001           -1.054991            2.000000
  547         3.1600000000000244E+008         3.2859778396558585E+000         3.2836871328523660E+000         3.6847539781795415E+000         2.5655201365494285E+000         2.0811993796682375E+000         1.7000000000000001E-001            0.238361            1.649096            0.852911           -0.202383           -0.734979           -1.187295           -1.857993           -2.367867           -2.453578           -0.521137            0.103664           -0.048882            1.134523           -0.088937           -0.416267            0.089644           -1.066703           -0.448764            0.052464            0.095302           -1.084903           -1.078169           -0.426312            0.068831           -1.074888            2.000000
  548         3.1600000000000244E+008         3.2860619745691673E+000         3.2837707297579395E+000         3.6829811047625238E+000         2.5492497954146658E+000         2.0903886595433296E+000         1.7000000000000001E-001            0.238578            1.662567            0.848681           -0.216515           -0.753278           -1.208772           -1.886593           -2.401678           -2.488705           -0.538547            0.093188           -0.062597            1.134364           -0.102090           -0.433618            0.076990           -1.087741           -0.466088            0.039689            0.082811           -1.105959           -1.099381           -0.443632            0.056062           -1.095970            2.000000
  549         3.1600000000000244E+008         3.2861458607989218E+000         3.2838540600182915E+000         3.6813291172320772E+000         2.5330586268224091E+000         2.0999822388827871E+000         1.7000000000000001E-001            0.238818            1.672976            0.842368           -0.232031           -0.772792           -1.231299           -1.915772           -2.435733           -2.524004           -0.557238            0.081117           -0.077813            1.131863           -0.116744           -0.452266            0.062768           -1.109845           -0.484710            0.025354            0.068738           -1.128080           -1.121655           -0.462251            0.041731           -1.118118            2.000000
  550         3.1600000000000244E+008         3.2862311858862929E+000         3.2839387986170840E+000         3.6797242506199268E+000         2.5168386370156872E+000         2.1097932652156368E+000         1.7000000000000001E-001            0.239040            1.682159            0.835178           -0.248141           -0.792862           -1.254369           -1.945299           -2.470026           -2.559515           -0.576517            0.068447           -0.093681            1.128377           -0.132028           -0.471515            0.047862           -1.132481           -0.503933            0.010339            0.053974           -1.150734           -1.144465           -0.481471            0.026721           -1.140799            2.000000
  551         3.1600000000000244E+008         3.2863187267672092E+000         3.2840257149432608E+000         3.6781635031377156E+000         2.5005498179869994E+000         2.1198498439457669E+000         1.7000000000000001E-001            0.239267            1.690096            0.827068           -0.264926           -0.813561           -1.278073           -1.975259           -2.504651           -2.595335           -0.596453            0.055129           -0.110268            1.123871           -0.148001           -0.491434            0.032216           -1.155731           -0.523825           -0.005412            0.038463           -1.174003           -1.167895           -0.501363            0.010973           -1.164098            2.000000
  552         3.1600000000000244E+008         3.2864095605111934E+000         3.2841158750839918E+000         3.6766002204679795E+000         2.4839729454730755E+000         2.1301847178900180E+000         1.7000000000000001E-001            0.239499            1.698316            0.818613           -0.282135           -0.834875           -1.302510           -2.005909           -2.539978           -2.631869           -0.616979            0.041805           -0.127360            1.119075           -0.164386           -0.511955            0.016083           -1.179676           -0.544317           -0.021652            0.022464           -1.197969           -1.192034           -0.521856           -0.005264           -1.188099            2.000000
  553         3.1600000000000244E+008         3.2865034884425386E+000         3.2842090785677960E+000         3.6750605258022526E+000         2.4670429688213980E+000         2.1409674167756578E+000         1.7000000000000001E-001            0.239737            1.705267            0.808929           -0.300449           -0.857286           -1.328057           -2.037569           -2.576264           -2.669356           -0.638617            0.027434           -0.145593            1.113019           -0.181859           -0.533597           -0.001202           -1.204719           -0.565931           -0.039042            0.005308           -1.223034           -1.217275           -0.543472           -0.022652           -1.213200            2.000000
  554         3.1600000000000244E+008         3.2866003196756171E+000         3.2843051324951844E+000         3.6735442542075778E+000         2.4497040624463189E+000         2.1522530889851095E+000         1.7000000000000001E-001            0.239985            1.710819            0.797852           -0.320047           -0.880942           -1.354815           -2.070377           -2.613643           -2.707929           -0.661516            0.011775           -0.165132            1.105551           -0.200620           -0.556510           -0.019805           -1.230983           -0.588814           -0.057747           -0.013171           -1.249320           -1.243737           -0.566358           -0.041356           -1.239522            2.000000
  555         3.1600000000000244E+008         3.2866992365193206E+000         3.2844032206825879E+000         3.6721086837472434E+000         2.4322500581129196E+000         2.1639769294511506E+000         1.7000000000000001E-001            0.240217            1.713904            0.784911           -0.341103           -0.905860           -1.382686           -2.104005           -2.651600           -2.747033           -0.685722           -0.005515           -0.186148            1.096072           -0.220872           -0.580735           -0.039928           -1.258387           -0.613011           -0.077969           -0.033179           -1.276744           -1.271330           -0.590559           -0.061575           -1.266980            2.000000
